rel_path	frames	fps	first_freeze_s	frozen_frac	noisy_frac	lap_med	lap_max	flag
worker1/DishwasherRack/out-left/s1/j4/n0/base	360	20.0		0.0	0.0	1952.0	3036.0	OK
worker1/DishwasherRack/out-left/s1/j4/n1/base	360	20.0		0.0	0.0	1710.0	2529.0	OK
worker1/DishwasherRack/out-left/s1/j4/n2/base	188	20.0		0.0	0.0	1772.0	2209.0	OK
worker1/DishwasherRack/out-left/s1/j4/n3/base	360	20.0		0.0	0.0	1777.0	2640.0	OK
worker1/DishwasherRack/out-left/s1/j4/n4/base	360	20.0		0.0	0.0	1883.0	2827.0	OK
worker1/DishwasherRack/out-left/s1/j4/n5/base	360	20.0		0.0	0.0	1892.0	2978.0	OK
worker1/DishwasherRack/out-left/s1/j4/n6/base	360	20.0		0.0	0.0	1814.0	3019.0	OK
worker1/DishwasherRack/out-left/s1/j4/n7/base	360	20.0		0.0	0.0	1671.0	2802.0	OK
worker1/DishwasherRack/out-left/s1/j4/n8/base	360	20.0		0.0	0.0	1777.0	2556.0	OK
worker1/DishwasherRack/out-left/s1/j4/n9/base	360	20.0		0.0	0.0	1861.0	2816.0	OK
worker1/DishwasherRack/out-left/s2/j0/n0/base	95	20.0		0.0	0.0	1412.0	2041.0	OK
worker1/DishwasherRack/out-left/s2/j0/n1/base	110	20.0		0.0	0.0	1366.0	2140.0	OK
worker1/DishwasherRack/out-left/s2/j0/n2/base	98	20.0		0.0	0.0	1381.0	2080.0	OK
worker1/DishwasherRack/out-left/s2/j0/n3/base	95	20.0		0.0	0.0	1365.0	1917.0	OK
worker1/DishwasherRack/out-left/s2/j0/n4/base	90	20.0		0.0	0.0	1357.0	2108.0	OK
worker1/DishwasherRack/out-left/s2/j0/n5/base	88	20.0		0.0	0.0	1357.0	1961.0	OK
worker1/DishwasherRack/out-left/s2/j0/n6/base	88	20.0		0.0	0.0	1360.0	1941.0	OK
worker1/DishwasherRack/out-left/s2/j0/n7/base	83	20.0		0.0	0.0	1398.0	2018.0	OK
worker1/DishwasherRack/out-left/s2/j0/n8/base	80	20.0		0.0	0.0	1377.0	1974.0	OK
worker1/DishwasherRack/out-left/s2/j0/n9/base	88	20.0		0.0	0.0	1343.0	1987.0	OK
worker1/DishwasherRack/out-left/s2/j1/n0/base	130	20.0		0.0	0.0	1336.0	1902.0	OK
worker1/DishwasherRack/out-left/s2/j1/n1/base	120	20.0		0.0	0.0	1406.0	2144.0	OK
worker1/DishwasherRack/out-left/s2/j1/n2/base	95	20.0		0.0	0.0	1372.0	2091.0	OK
worker1/DishwasherRack/out-left/s2/j1/n3/base	125	20.0		0.0	0.0	1357.0	1863.0	OK
worker1/DishwasherRack/out-left/s2/j1/n4/base	120	20.0		0.0	0.0	1396.0	2022.0	OK
worker1/DishwasherRack/out-left/s2/j1/n5/base	115	20.0		0.0	0.0	1383.0	2001.0	OK
worker1/DishwasherRack/out-left/s2/j1/n6/base	113	20.0		0.0	0.0	1377.0	2006.0	OK
worker1/DishwasherRack/out-left/s2/j1/n7/base	120	20.0		0.0	0.0	1388.0	2036.0	OK
worker1/DishwasherRack/out-left/s2/j1/n8/base	113	20.0		0.0	0.0	1392.0	1929.0	OK
worker1/DishwasherRack/out-left/s2/j1/n9/base	115	20.0		0.0	0.0	1336.0	2019.0	OK
worker1/DishwasherRack/out-left/s2/j2/n0/base	108	20.0		0.0	0.0	1428.0	2094.0	OK
worker1/DishwasherRack/out-left/s2/j2/n1/base	103	20.0		0.0	0.0	1453.0	2237.0	OK
worker1/DishwasherRack/out-left/s2/j2/n2/base	145	20.0		0.0	0.0	1356.0	2035.0	OK
worker1/DishwasherRack/out-left/s2/j2/n3/base	140	20.0		0.0	0.0	1354.0	2096.0	OK
worker1/DishwasherRack/out-left/s2/j2/n4/base	135	20.0		0.0	0.0	1351.0	2112.0	OK
worker1/DishwasherRack/out-left/s2/j2/n5/base	143	20.0		0.0	0.0	1377.0	2053.0	OK
worker1/DishwasherRack/out-left/s2/j2/n6/base	130	20.0		0.0	0.0	1392.0	2201.0	OK
worker1/DishwasherRack/out-left/s2/j2/n7/base	135	20.0		0.0	0.0	1400.0	2181.0	OK
worker1/DishwasherRack/out-left/s2/j2/n8/base	133	20.0		0.0	0.0	1375.0	2103.0	OK
worker1/DishwasherRack/out-left/s2/j2/n9/base	360	20.0		0.0	0.0	1091.0	1910.0	OK
worker1/DishwasherRack/out-left/s2/j3/n0/base	360	20.0		0.0	0.0	877.0	2107.0	OK
worker1/DishwasherRack/out-left/s2/j3/n1/base	135	20.0		0.0	0.0	1474.0	2269.0	OK
worker1/DishwasherRack/out-left/s2/j3/n2/base	125	20.0		0.0	0.0	1485.0	2046.0	OK
worker1/DishwasherRack/out-left/s2/j3/n3/base	125	20.0		0.0	0.0	1485.0	2133.0	OK
worker1/DishwasherRack/out-left/s2/j3/n4/base	360	20.0		0.0	0.0	956.0	1990.0	OK
worker1/DishwasherRack/out-left/s2/j3/n5/base	360	20.0		0.0	0.0	883.0	1993.0	OK
worker1/DishwasherRack/out-left/s2/j3/n6/base	128	20.0		0.0	0.0	1454.0	2142.0	OK
worker1/DishwasherRack/out-left/s2/j3/n7/base	135	20.0		0.0	0.0	1471.0	2244.0	OK
worker1/DishwasherRack/out-left/s2/j3/n8/base	360	20.0		0.0	0.0	1096.0	2314.0	OK
worker1/DishwasherRack/out-left/s2/j3/n9/base	180	20.0		0.0	0.0	1423.0	2123.0	OK
worker1/DishwasherRack/out-left/s2/j4/n0/base	200	20.0		0.0	0.0	1491.0	2363.0	OK
worker1/DishwasherRack/out-left/s2/j4/n1/base	195	20.0		0.0	0.0	1459.0	2394.0	OK
worker1/DishwasherRack/out-left/s2/j4/n2/base	230	20.0		0.0	0.0	1480.0	2465.0	OK
worker1/DishwasherRack/out-left/s2/j4/n3/base	360	20.0		0.0	0.0	1413.0	2186.0	OK
worker1/DishwasherRack/out-left/s2/j4/n4/base	130	20.0		0.0	0.0	1448.0	2219.0	OK
worker1/DishwasherRack/out-left/s2/j4/n5/base	128	20.0		0.0	0.0	1501.0	2232.0	OK
worker1/DishwasherRack/out-left/s2/j4/n6/base	360	20.0		0.0	0.0	915.0	2217.0	OK
worker1/DishwasherRack/out-left/s2/j4/n7/base	360	20.0		0.0	0.0	938.0	2235.0	OK
worker1/DishwasherRack/out-left/s2/j4/n8/base	360	20.0		0.0	0.0	1340.0	2156.0	OK
worker1/DishwasherRack/out-left/s2/j4/n9/base	170	20.0		0.0	0.0	1637.0	2397.0	OK
worker1/DishwasherRack/out-right/s0/j0/n0/base	360	20.0		0.0	0.0	1015.0	1417.0	OK
worker1/DishwasherRack/out-right/s0/j0/n1/base	360	20.0		0.0	0.0	964.0	1450.0	OK
worker1/DishwasherRack/out-right/s0/j0/n2/base	360	20.0		0.0	0.0	954.0	1648.0	OK
worker1/DishwasherRack/out-right/s0/j0/n3/base	360	20.0		0.0	0.0	983.0	1345.0	OK
worker1/DishwasherRack/out-right/s0/j0/n4/base	360	20.0		0.003	0.0	1093.0	1466.0	OK
worker1/DishwasherRack/out-right/s0/j0/n5/base	360	20.0		0.0	0.0	939.0	1447.0	OK
worker1/DishwasherRack/out-right/s0/j0/n6/base	360	20.0		0.0	0.0	958.0	1576.0	OK
worker1/DishwasherRack/out-right/s0/j0/n7/base	360	20.0		0.0	0.0	949.0	1543.0	OK
worker1/DishwasherRack/out-right/s0/j0/n8/base	360	20.0		0.0	0.0	1182.0	1525.0	OK
worker1/DishwasherRack/out-right/s0/j0/n9/base	360	20.0		0.0	0.0	1028.0	1559.0	OK
worker1/DishwasherRack/out-right/s0/j1/n0/base	360	20.0		0.0	0.0	1074.0	1553.0	OK
worker1/DishwasherRack/out-right/s0/j1/n1/base	360	20.0		0.0	0.0	1069.0	1401.0	OK
worker1/DishwasherRack/out-right/s0/j1/n2/base	360	20.0		0.0	0.0	1040.0	1417.0	OK
worker1/DishwasherRack/out-right/s0/j1/n3/base	360	20.0		0.0	0.0	975.0	1481.0	OK
worker1/DishwasherRack/out-right/s0/j1/n4/base	360	20.0		0.0	0.0	920.0	1357.0	OK
worker1/DishwasherRack/out-right/s0/j1/n5/base	360	20.0		0.0	0.0	948.0	1516.0	OK
worker1/DishwasherRack/out-right/s0/j1/n6/base	360	20.0		0.0	0.0	1023.0	1502.0	OK
worker1/DishwasherRack/out-right/s0/j1/n7/base	360	20.0		0.0	0.0	996.0	1483.0	OK
worker1/DishwasherRack/out-right/s0/j1/n8/base	360	20.0		0.0	0.0	800.0	1238.0	OK
worker1/DishwasherRack/out-right/s0/j1/n9/base	360	20.0		0.0	0.0	1112.0	1402.0	OK
worker1/DishwasherRack/out-right/s0/j2/n0/base	360	20.0		0.0	0.0	1003.0	1498.0	OK
worker1/DishwasherRack/out-right/s0/j2/n1/base	360	20.0		0.0	0.0	910.0	1581.0	OK
worker1/DishwasherRack/out-right/s0/j2/n2/base	360	20.0		0.0	0.0	1050.0	1391.0	OK
worker1/DishwasherRack/out-right/s0/j2/n3/base	360	20.0		0.0	0.0	728.0	1459.0	OK
worker1/DishwasherRack/out-right/s0/j2/n4/base	360	20.0		0.0	0.0	958.0	1456.0	OK
worker1/DishwasherRack/out-right/s0/j2/n5/base	360	20.0		0.0	0.0	954.0	1467.0	OK
worker1/DishwasherRack/out-right/s0/j2/n6/base	360	20.0		0.0	0.0	987.0	1310.0	OK
worker1/DishwasherRack/out-right/s0/j2/n7/base	360	20.0		0.0	0.0	1008.0	1455.0	OK
worker1/DishwasherRack/out-right/s0/j2/n8/base	360	20.0		0.0	0.0	1047.0	1316.0	OK
worker1/DishwasherRack/out-right/s0/j2/n9/base	360	20.0		0.0	0.0	1024.0	1527.0	OK
worker1/DishwasherRack/out-right/s0/j3/n0/base	360	20.0		0.0	0.0	780.0	1602.0	OK
worker1/DishwasherRack/out-right/s0/j3/n1/base	360	20.0		0.0	0.0	1076.0	1315.0	OK
worker1/DishwasherRack/out-right/s0/j3/n2/base	360	20.0		0.0	0.0	966.0	1503.0	OK
worker1/DishwasherRack/out-right/s0/j3/n3/base	360	20.0		0.0	0.0	937.0	1367.0	OK
worker1/DishwasherRack/out-right/s0/j3/n4/base	360	20.0		0.0	0.0	977.0	1488.0	OK
worker1/DishwasherRack/out-right/s0/j3/n5/base	360	20.0		0.0	0.0	1032.0	1501.0	OK
worker1/DishwasherRack/out-right/s0/j3/n6/base	360	20.0		0.0	0.0	1160.0	1638.0	OK
worker1/DishwasherRack/out-right/s0/j3/n7/base	360	20.0		0.0	0.0	1040.0	1353.0	OK
worker1/DishwasherRack/out-right/s0/j3/n8/base	360	20.0		0.0	0.0	971.0	1230.0	OK
worker1/DishwasherRack/out-right/s0/j3/n9/base	360	20.0		0.0	0.0	975.0	1283.0	OK
worker1/DishwasherRack/out-right/s0/j4/n0/base	360	20.0		0.0	0.0	1000.0	1364.0	OK
worker1/DishwasherRack/out-right/s0/j4/n1/base	360	20.0		0.0	0.0	1024.0	1406.0	OK
worker1/DishwasherRack/out-right/s0/j4/n2/base	360	20.0		0.0	0.0	1028.0	1470.0	OK
worker1/DishwasherRack/out-right/s0/j4/n3/base	360	20.0		0.0	0.0	1084.0	1617.0	OK
worker1/DishwasherRack/out-right/s0/j4/n4/base	360	20.0		0.0	0.0	800.0	1351.0	OK
worker1/DishwasherRack/out-right/s0/j4/n5/base	360	20.0		0.0	0.0	975.0	1399.0	OK
worker1/DishwasherRack/out-right/s0/j4/n6/base	360	20.0		0.0	0.0	1023.0	1610.0	OK
worker1/DishwasherRack/out-right/s0/j4/n7/base	360	20.0		0.0	0.0	1017.0	1331.0	OK
worker1/DishwasherRack/out-right/s0/j4/n8/base	360	20.0		0.0	0.0	992.0	1238.0	OK
worker1/DishwasherRack/out-right/s0/j4/n9/base	360	20.0		0.0	0.0	1003.0	1356.0	OK
worker1/DishwasherRack/out-right/s1/j0/n0/base	360	20.0		0.0	0.0	1862.0	2214.0	OK
worker1/DishwasherRack/out-right/s1/j0/n1/base	350	20.0		0.0	0.0	1815.0	2204.0	OK
worker1/DishwasherRack/out-right/s1/j0/n2/base	360	20.0		0.0	0.0	1797.0	2210.0	OK
worker1/DishwasherRack/out-right/s1/j0/n3/base	340	20.0		0.0	0.0	1798.0	2234.0	OK
worker1/DishwasherRack/out-right/s1/j0/n4/base	215	20.0		0.0	0.0	1793.0	2192.0	OK
worker1/DishwasherRack/out-right/s1/j0/n5/base	360	20.0		0.0	0.0	1219.0	2250.0	OK
worker1/DishwasherRack/out-right/s1/j0/n6/base	360	20.0		0.0	0.0	1231.0	2199.0	OK
worker1/DishwasherRack/out-right/s1/j0/n7/base	360	20.0		0.0	0.0	1284.0	2212.0	OK
worker1/DishwasherRack/out-right/s1/j0/n8/base	360	20.0		0.0	0.0	1234.0	2174.0	OK
worker1/DishwasherRack/out-right/s1/j0/n9/base	360	20.0		0.0	0.0	1237.0	2154.0	OK
worker1/DishwasherRack/out-right/s1/j1/n0/base	360	20.0		0.0	0.0	1324.0	2321.0	OK
worker1/DishwasherRack/out-right/s1/j1/n1/base	360	20.0		0.0	0.0	1299.0	2216.0	OK
worker1/DishwasherRack/out-right/s1/j1/n2/base	360	20.0		0.0	0.0	1333.0	2199.0	OK
worker1/DishwasherRack/out-right/s1/j1/n3/base	360	20.0		0.0	0.0	1398.0	2185.0	OK
worker1/DishwasherRack/out-right/s1/j1/n4/base	360	20.0		0.0	0.0	1391.0	2241.0	OK
worker1/DishwasherRack/out-right/s1/j1/n5/base	360	20.0		0.0	0.0	1310.0	2263.0	OK
worker1/DishwasherRack/out-right/s1/j1/n6/base	360	20.0		0.0	0.0	1363.0	2300.0	OK
worker1/DishwasherRack/out-right/s1/j1/n7/base	360	20.0		0.0	0.0	1294.0	2238.0	OK
worker1/DishwasherRack/out-right/s1/j1/n8/base	360	20.0		0.0	0.0	1312.0	2208.0	OK
worker1/DishwasherRack/out-right/s1/j1/n9/base	360	20.0		0.0	0.0	1328.0	2191.0	OK
worker1/DishwasherRack/out-right/s1/j2/n0/base	360	20.0		0.0	0.0	1488.0	2325.0	OK
worker1/DishwasherRack/out-right/s1/j2/n1/base	360	20.0		0.0	0.0	1414.0	2234.0	OK
worker1/DishwasherRack/out-right/s1/j2/n2/base	360	20.0		0.0	0.0	1359.0	2207.0	OK
worker1/DishwasherRack/out-right/s1/j2/n3/base	360	20.0		0.0	0.0	1448.0	2234.0	OK
worker1/DishwasherRack/out-right/s1/j2/n4/base	360	20.0		0.0	0.0	1395.0	2201.0	OK
worker1/DishwasherRack/out-right/s1/j2/n5/base	360	20.0		0.0	0.0	1332.0	2202.0	OK
worker1/DishwasherRack/out-right/s1/j2/n6/base	360	20.0		0.0	0.0	1368.0	2224.0	OK
worker1/DishwasherRack/out-right/s1/j2/n7/base	360	20.0		0.0	0.0	1180.0	2182.0	OK
worker1/DishwasherRack/out-right/s1/j2/n8/base	220	20.0		0.0	0.0	1827.0	2328.0	OK
worker1/DishwasherRack/out-right/s1/j2/n9/base	360	20.0		0.0	0.0	1666.0	2445.0	OK
worker1/DishwasherRack/out-right/s1/j3/n0/base	360	20.0		0.0	0.0	1473.0	2256.0	OK
worker1/DishwasherRack/out-right/s1/j3/n1/base	360	20.0		0.0	0.0	1422.0	2261.0	OK
worker1/DishwasherRack/out-right/s1/j3/n2/base	360	20.0		0.0	0.0	1476.0	2261.0	OK
worker1/DishwasherRack/out-right/s1/j3/n3/base	360	20.0		0.0	0.0	1430.0	2273.0	OK
worker1/DishwasherRack/out-right/s1/j3/n4/base	360	20.0		0.0	0.0	1453.0	2271.0	OK
worker1/DishwasherRack/out-right/s1/j3/n5/base	360	20.0		0.0	0.0	1420.0	2237.0	OK
worker1/DishwasherRack/out-right/s1/j3/n6/base	360	20.0		0.0	0.0	1578.0	2343.0	OK
worker1/DishwasherRack/out-right/s1/j3/n7/base	360	20.0		0.0	0.0	2012.0	2640.0	OK
worker1/DishwasherRack/out-right/s1/j3/n8/base	360	20.0		0.0	0.0	1904.0	2717.0	OK
worker1/DishwasherRack/out-right/s1/j3/n9/base	360	20.0		0.0	0.0	1517.0	2422.0	OK
worker1/DishwasherRack/out-right/s1/j4/n0/base	360	20.0		0.0	0.0	2162.0	4399.0	OK
worker1/DishwasherRack/out-right/s1/j4/n1/base	360	20.0		0.0	0.0	2068.0	3125.0	OK
worker1/DishwasherRack/out-right/s1/j4/n2/base	360	20.0		0.0	0.0	2064.0	2486.0	OK
worker1/DishwasherRack/out-right/s1/j4/n3/base	360	20.0		0.0	0.0	1864.0	2616.0	OK
worker1/DishwasherRack/out-right/s1/j4/n4/base	360	20.0		0.0	0.0	1957.0	2556.0	OK
worker1/DishwasherRack/out-right/s1/j4/n5/base	360	20.0		0.0	0.0	1793.0	2446.0	OK
worker1/DishwasherRack/out-right/s1/j4/n6/base	360	20.0		0.0	0.0	1552.0	2308.0	OK
worker1/DishwasherRack/out-right/s1/j4/n7/base	360	20.0		0.0	0.0	1981.0	2729.0	OK
worker1/DishwasherRack/out-right/s1/j4/n8/base	360	20.0		0.0	0.0	1774.0	2423.0	OK
worker1/DishwasherRack/out-right/s1/j4/n9/base	360	20.0		0.0	0.0	1935.0	2769.0	OK
worker1/DishwasherRack/out-right/s2/j0/n0/base	360	20.0		0.0	0.0	888.0	2102.0	OK
worker1/DishwasherRack/out-right/s2/j0/n1/base	360	20.0		0.0	0.0	761.0	2118.0	OK
worker1/DishwasherRack/out-right/s2/j0/n2/base	360	20.0		0.0	0.0	921.0	2113.0	OK
worker1/DishwasherRack/out-right/s2/j0/n3/base	360	20.0		0.0	0.0	932.0	2162.0	OK
worker1/DishwasherRack/out-right/s2/j0/n4/base	360	20.0		0.0	0.0	943.0	2300.0	OK
worker1/DishwasherRack/out-right/s2/j0/n5/base	360	20.0		0.0	0.0	950.0	2096.0	OK
worker1/DishwasherRack/out-right/s2/j0/n6/base	360	20.0		0.0	0.0	915.0	1940.0	OK
worker1/DishwasherRack/out-right/s2/j0/n7/base	360	20.0		0.0	0.0	918.0	1960.0	OK
worker1/DishwasherRack/out-right/s2/j0/n8/base	360	20.0		0.0	0.0	742.0	1978.0	OK
worker1/DishwasherRack/out-right/s2/j0/n9/base	360	20.0		0.0	0.0	1011.0	2034.0	OK
worker1/DishwasherRack/out-right/s2/j1/n0/base	360	20.0		0.0	0.0	929.0	2023.0	OK
worker1/DishwasherRack/out-right/s2/j1/n1/base	360	20.0		0.0	0.0	811.0	2224.0	OK
worker1/DishwasherRack/out-right/s2/j1/n2/base	360	20.0		0.0	0.0	936.0	1959.0	OK
worker1/DishwasherRack/out-right/s2/j1/n3/base	360	20.0		0.0	0.0	842.0	2052.0	OK
worker1/DishwasherRack/out-right/s2/j1/n4/base	360	20.0		0.0	0.0	838.0	2077.0	OK
worker1/DishwasherRack/out-right/s2/j1/n5/base	360	20.0		0.0	0.0	862.0	2060.0	OK
worker1/DishwasherRack/out-right/s2/j1/n6/base	360	20.0		0.0	0.0	784.0	1944.0	OK
worker1/DishwasherRack/out-right/s2/j1/n7/base	360	20.0		0.0	0.0	815.0	1883.0	OK
worker1/DishwasherRack/out-right/s2/j1/n8/base	360	20.0		0.0	0.0	929.0	1914.0	OK
worker1/DishwasherRack/out-right/s2/j1/n9/base	360	20.0		0.0	0.0	733.0	1886.0	OK
worker1/DishwasherRack/out-right/s2/j2/n0/base	360	20.0		0.0	0.0	955.0	1967.0	OK
worker1/DishwasherRack/out-right/s2/j2/n1/base	360	20.0		0.0	0.0	881.0	1886.0	OK
worker1/DishwasherRack/out-right/s2/j2/n2/base	360	20.0		0.0	0.0	788.0	1692.0	OK
worker1/DishwasherRack/out-right/s2/j2/n3/base	360	20.0		0.0	0.0	764.0	2084.0	OK
worker1/DishwasherRack/out-right/s2/j2/n4/base	360	20.0		0.0	0.0	787.0	1794.0	OK
worker1/DishwasherRack/out-right/s2/j2/n5/base	360	20.0		0.0	0.0	1178.0	2019.0	OK
worker1/DishwasherRack/out-right/s2/j2/n6/base	360	20.0		0.0	0.0	1057.0	2075.0	OK
worker1/DishwasherRack/out-right/s2/j2/n7/base	360	20.0		0.0	0.0	1179.0	1988.0	OK
worker1/DishwasherRack/out-right/s2/j2/n8/base	360	20.0		0.0	0.0	907.0	1760.0	OK
worker1/DishwasherRack/out-right/s2/j2/n9/base	360	20.0		0.0	0.0	1196.0	2001.0	OK
worker1/DishwasherRack/out-right/s2/j3/n0/base	360	20.0		0.0	0.0	984.0	1933.0	OK
worker1/DishwasherRack/out-right/s2/j3/n1/base	360	20.0		0.0	0.0	1231.0	2041.0	OK
worker1/DishwasherRack/out-right/s2/j3/n2/base	360	20.0		0.0	0.0	782.0	1754.0	OK
worker1/DishwasherRack/out-right/s2/j3/n3/base	360	20.0		0.0	0.0	891.0	2045.0	OK
worker1/DishwasherRack/out-right/s2/j3/n4/base	360	20.0		0.0	0.0	867.0	1691.0	OK
worker1/DishwasherRack/out-right/s2/j3/n5/base	360	20.0		0.0	0.0	1277.0	1887.0	OK
worker1/DishwasherRack/out-right/s2/j3/n6/base	360	20.0		0.0	0.0	1268.0	1915.0	OK
worker1/DishwasherRack/out-right/s2/j3/n7/base	360	20.0		0.0	0.0	910.0	1875.0	OK
worker1/DishwasherRack/out-right/s2/j3/n8/base	360	20.0		0.0	0.0	1225.0	2022.0	OK
worker1/DishwasherRack/out-right/s2/j3/n9/base	360	20.0		0.0	0.0	1200.0	2014.0	OK
worker1/DishwasherRack/out-right/s2/j4/n0/base	360	20.0		0.0	0.0	1251.0	2188.0	OK
worker1/DishwasherRack/out-right/s2/j4/n1/base	360	20.0		0.0	0.0	1294.0	2167.0	OK
worker1/DishwasherRack/out-right/s2/j4/n2/base	360	20.0		0.0	0.0	1236.0	2058.0	OK
worker1/DishwasherRack/out-right/s2/j4/n3/base	360	20.0		0.0	0.0	1191.0	2075.0	OK
worker1/DishwasherRack/out-right/s2/j4/n4/base	360	20.0		0.0	0.0	1235.0	2051.0	OK
worker1/DishwasherRack/out-right/s2/j4/n5/base	360	20.0		0.0	0.0	1250.0	2051.0	OK
worker1/DishwasherRack/out-right/s2/j4/n6/base	360	20.0		0.0	0.0	1258.0	2072.0	OK
worker1/DishwasherRack/out-right/s2/j4/n7/base	360	20.0		0.0	0.0	1240.0	2117.0	OK
worker1/DishwasherRack/out-right/s2/j4/n8/base	360	20.0		0.0	0.0	1241.0	2149.0	OK
worker1/DishwasherRack/out-right/s2/j4/n9/base	360	20.0		0.0	0.0	1196.0	2150.0	OK
worker1/OvenRack/out-left/s0/j0/n0/base	360	20.0		0.0	0.0	1142.0	2187.0	OK
worker1/OvenRack/out-left/s0/j0/n1/base	360	20.0		0.0	0.0	1292.0	2220.0	OK
worker1/OvenRack/out-left/s0/j0/n2/base	360	20.0		0.0	0.0	1132.0	2207.0	OK
worker1/OvenRack/out-left/s0/j0/n3/base	360	20.0		0.0	0.0	1131.0	2221.0	OK
worker1/OvenRack/out-left/s0/j0/n4/base	360	20.0		0.0	0.0	1131.0	2204.0	OK
worker1/OvenRack/out-left/s0/j0/n5/base	360	20.0		0.0	0.0	1705.0	2216.0	OK
worker1/OvenRack/out-left/s0/j0/n6/base	360	20.0		0.0	0.0	1138.0	2191.0	OK
worker1/OvenRack/out-left/s0/j0/n7/base	360	20.0		0.0	0.0	1141.0	2182.0	OK
worker1/OvenRack/out-left/s0/j0/n8/base	360	20.0		0.0	0.0	1141.0	2183.0	OK
worker1/OvenRack/out-left/s0/j0/n9/base	360	20.0		0.0	0.0	1164.0	2173.0	OK
worker1/OvenRack/out-left/s0/j1/n0/base	360	20.0		0.0	0.0	1108.0	2013.0	OK
worker1/OvenRack/out-left/s0/j1/n1/base	360	20.0		0.0	0.0	1324.0	2044.0	OK
worker1/OvenRack/out-left/s0/j1/n2/base	360	20.0		0.0	0.0	1472.0	2141.0	OK
worker1/OvenRack/out-left/s0/j1/n3/base	360	20.0		0.0	0.0	1108.0	2122.0	OK
worker1/OvenRack/out-left/s0/j1/n4/base	360	20.0		0.0	0.0	1109.0	2091.0	OK
worker1/OvenRack/out-left/s0/j1/n5/base	360	20.0		0.0	0.0	1112.0	2086.0	OK
worker1/OvenRack/out-left/s0/j1/n6/base	360	20.0		0.0	0.0	1101.0	2091.0	OK
worker1/OvenRack/out-left/s0/j1/n7/base	360	20.0		0.0	0.0	1106.0	2020.0	OK
worker1/OvenRack/out-left/s0/j1/n8/base	360	20.0		0.0	0.0	1127.0	2076.0	OK
worker1/OvenRack/out-left/s0/j1/n9/base	360	20.0		0.0	0.0	1176.0	2009.0	OK
worker1/OvenRack/out-left/s0/j2/n0/base	360	20.0		0.0	0.0	1119.0	2026.0	OK
worker1/OvenRack/out-left/s0/j2/n1/base	360	20.0		0.0	0.0	1122.0	2066.0	OK
worker1/OvenRack/out-left/s0/j2/n2/base	360	20.0		0.0	0.0	1138.0	2184.0	OK
worker1/OvenRack/out-left/s0/j2/n3/base	360	20.0		0.0	0.0	1257.0	2136.0	OK
worker1/OvenRack/out-left/s0/j2/n4/base	360	20.0		0.0	0.0	1099.0	2111.0	OK
worker1/OvenRack/out-left/s0/j2/n5/base	360	20.0		0.0	0.0	1139.0	2114.0	OK
worker1/OvenRack/out-left/s0/j2/n6/base	360	20.0		0.0	0.0	1149.0	2122.0	OK
worker1/OvenRack/out-left/s0/j2/n7/base	360	20.0		0.0	0.0	1353.0	2120.0	OK
worker1/OvenRack/out-left/s0/j2/n8/base	360	20.0		0.0	0.0	1121.0	2115.0	OK
worker1/OvenRack/out-left/s0/j2/n9/base	360	20.0		0.0	0.0	1444.0	2103.0	OK
worker1/OvenRack/out-left/s0/j3/n0/base	360	20.0		0.0	0.0	1109.0	2218.0	OK
worker1/OvenRack/out-left/s0/j3/n1/base	360	20.0		0.0	0.0	1169.0	2228.0	OK
worker1/OvenRack/out-left/s0/j3/n2/base	360	20.0		0.0	0.0	1137.0	2284.0	OK
worker1/OvenRack/out-left/s0/j3/n3/base	360	20.0		0.0	0.0	1095.0	2280.0	OK
worker1/OvenRack/out-left/s0/j3/n4/base	360	20.0		0.0	0.0	1093.0	2258.0	OK
worker1/OvenRack/out-left/s0/j3/n5/base	360	20.0		0.0	0.0	1075.0	2239.0	OK
worker1/OvenRack/out-left/s0/j3/n6/base	360	20.0		0.0	0.0	1301.0	2257.0	OK
worker1/OvenRack/out-left/s0/j3/n7/base	360	20.0		0.0	0.0	1065.0	2241.0	OK
worker1/OvenRack/out-left/s0/j3/n8/base	360	20.0		0.0	0.0	1143.0	2388.0	OK
worker1/OvenRack/out-left/s0/j3/n9/base	360	20.0		0.0	0.0	1082.0	2167.0	OK
worker1/OvenRack/out-left/s0/j4/n0/base	360	20.0		0.0	0.0	1561.0	1990.0	OK
worker1/OvenRack/out-left/s0/j4/n1/base	360	20.0		0.0	0.0	1008.0	2108.0	OK
worker1/OvenRack/out-left/s0/j4/n2/base	360	20.0		0.0	0.0	1144.0	2137.0	OK
worker1/OvenRack/out-left/s0/j4/n3/base	360	20.0		0.0	0.0	1362.0	2121.0	OK
worker1/OvenRack/out-left/s0/j4/n4/base	360	20.0		0.0	0.0	972.0	2450.0	OK
worker1/OvenRack/out-left/s0/j4/n5/base	360	20.0		0.0	0.0	1017.0	2147.0	OK
worker1/OvenRack/out-left/s0/j4/n6/base	360	20.0		0.0	0.0	1049.0	2131.0	OK
worker1/OvenRack/out-left/s0/j4/n7/base	360	20.0		0.0	0.0	1034.0	2090.0	OK
worker1/OvenRack/out-left/s0/j4/n8/base	360	20.0		0.0	0.0	1103.0	2140.0	OK
worker1/OvenRack/out-left/s0/j4/n9/base	360	20.0		0.0	0.0	1047.0	2103.0	OK
worker1/OvenRack/out-left/s1/j0/n0/base	73	20.0		0.0	0.0	1442.0	2103.0	OK
