rel	key	s	j	n	succ	no_failure	t_fail	frame	fps	frames_total	type	n_marks	marks	note	by	updated_at	sig
worker1/DishwasherRack/out-left/s1/j3/n5/base	DishwasherRack/out-left	1	3	5	0	0	3.75	75	20	360	collision_stuck	1	"[{""t"": 3.75, ""frame"": 75, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:39:41.804Z	547b721f349c3e3c
worker1/DishwasherRack/out-left/s1/j3/n6/base	DishwasherRack/out-left	1	3	6	1	1			20	115		0	[]	실패하다 성공		2026-09-11T05:37:44.640Z	93e7463e66079913
worker1/DishwasherRack/out-left/s1/j3/n7/base	DishwasherRack/out-left	1	3	7	1	1			20	115		0	[]	실패하다 성공		2026-09-11T05:37:48.990Z	68864c3f3f1acacd
worker1/DishwasherRack/out-left/s1/j3/n8/base	DishwasherRack/out-left	1	3	8	1	1			20	125		0	[]	실패하다 성공		2026-09-11T05:38:01.268Z	3d8ca9dc5fb5d61a
worker1/DishwasherRack/out-left/s1/j3/n9/base	DishwasherRack/out-left	1	3	9	0	0	3.85	77	20	360	collision_stuck	1	"[{""t"": 3.85, ""frame"": 77, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:39:54.129Z	730864642404ca3a
worker1/DishwasherRack/out-left/s1/j4/n0/base	DishwasherRack/out-left	1	4	0	0	0	3.9	78	20	360	collision_stuck	1	"[{""t"": 3.9, ""frame"": 78, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:40:11.129Z	0e3fc48471289cf6
worker1/DishwasherRack/out-left/s1/j4/n1/base	DishwasherRack/out-left	1	4	1	0	0	4.05	81	20	360	collision_stuck	1	"[{""t"": 4.05, ""frame"": 81, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:40:27.279Z	7897492e8fa4c9e0
worker1/DishwasherRack/out-left/s1/j4/n3/base	DishwasherRack/out-left	1	4	3	0	0	4.45	89	20	360	collision_stuck	1	"[{""t"": 4.45, ""frame"": 89, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:41:08.642Z	cd67b98f47355d49
worker1/DishwasherRack/out-left/s1/j4/n4/base	DishwasherRack/out-left	1	4	4	0	0	4.4	88	20	360	collision_stuck	1	"[{""t"": 4.4, ""frame"": 88, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:41:21.616Z	edf42d72c2dcfda3
worker1/DishwasherRack/out-left/s1/j4/n5/base	DishwasherRack/out-left	1	4	5	0	0	4.3	86	20	360	collision_stuck	1	"[{""t"": 4.3, ""frame"": 86, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림ㄴ		2026-09-10T05:41:44.254Z	43d00b8d1b81c879
worker1/DishwasherRack/out-left/s1/j4/n6/base	DishwasherRack/out-left	1	4	6	0	0	4.15	83	20	360	collision_stuck	1	"[{""t"": 4.15, ""frame"": 83, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:42:03.367Z	a1a37d9b78d88fce
worker1/DishwasherRack/out-left/s1/j4/n7/base	DishwasherRack/out-left	1	4	7	0	0	4.15	83	20	360	collision_stuck	1	"[{""t"": 4.15, ""frame"": 83, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:42:56.993Z	4e5b5aaf927b9057
worker1/DishwasherRack/out-left/s1/j4/n8/base	DishwasherRack/out-left	1	4	8	0	0	4.1	82	20	360	collision_stuck	1	"[{""t"": 4.1, ""frame"": 82, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:45:16.118Z	156d5c9fca70a50c
worker1/DishwasherRack/out-left/s1/j4/n9/base	DishwasherRack/out-left	1	4	9	0	0	4.1	82	20	360	collision_stuck	1	"[{""t"": 4.1, ""frame"": 82, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T05:45:32.568Z	525846f3a8e63f47
worker1/DishwasherRack/out-left/s2/j2/n9/base	DishwasherRack/out-left	2	2	9	0	0	4.1	82	20	360	collision_stuck	1	"[{""t"": 4.1, ""frame"": 82, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T06:07:08.035Z	caca49e76f94b6eb
worker1/DishwasherRack/out-left/s2/j3/n0/base	DishwasherRack/out-left	2	3	0	0	0	3.6	72	20	360	collision_stuck	1	"[{""t"": 3.6, ""frame"": 72, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T06:07:25.086Z	4c9404f42932c042
worker1/DishwasherRack/out-left/s2/j3/n4/base	DishwasherRack/out-left	2	3	4	0	0	4.05	81	20	360	collision_stuck	1	"[{""t"": 4.05, ""frame"": 81, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T06:07:36.873Z	2142a0183de21b99
worker1/DishwasherRack/out-left/s2/j3/n5/base	DishwasherRack/out-left	2	3	5	0	0	3.9	78	20	360	collision_stuck	1	"[{""t"": 3.9, ""frame"": 78, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T06:07:47.135Z	fd1c15d664bbba39
worker1/DishwasherRack/out-left/s2/j3/n8/base	DishwasherRack/out-left	2	3	8	0	0	3.8	76	20	360	collision_stuck	1	"[{""t"": 3.8, ""frame"": 76, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T06:07:59.623Z	7e4370ea73d0865d
worker1/DishwasherRack/out-left/s2/j4/n3/base	DishwasherRack/out-left	2	4	3	0	0	4.95	99	20	360	collision_stuck	1	"[{""t"": 4.95, ""frame"": 99, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T06:09:14.675Z	85904f5ca162c39b
worker1/DishwasherRack/out-left/s2/j4/n6/base	DishwasherRack/out-left	2	4	6	0	0	4.5	90	20	360	collision_stuck	1	"[{""t"": 4.5, ""frame"": 90, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T06:09:23.837Z	21ed40ab87ec9d08
worker1/DishwasherRack/out-left/s2/j4/n7/base	DishwasherRack/out-left	2	4	7	0	0	4.45	89	20	360	collision_stuck	1	"[{""t"": 4.45, ""frame"": 89, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T06:09:33.750Z	0ed71073db3e5c3a
worker1/DishwasherRack/out-left/s2/j4/n8/base	DishwasherRack/out-left	2	4	8	0	0	4.55	91	20	360	collision_stuck	1	"[{""t"": 4.55, ""frame"": 91, ""type"": ""collision_stuck"", ""note"": """"}]"	랙 닿아서 밀림		2026-09-10T06:09:43.799Z	ba75376ebba4cfc6
worker1/DishwasherRack/out-right/s0/j0/n0/base	DishwasherRack/out-right	0	0	0	0	1			20	360		0	[]			2026-09-10T06:10:25.237Z	9130fd9f0a9c71dd
worker1/DishwasherRack/out-right/s1/j2/n0/base	DishwasherRack/out-right	1	2	0	0	0	5.15	103	20	360	other	1	"[{""t"": 5.15, ""frame"": 103, ""type"": ""other"", ""note"": """"}]"	랙에 손 안넣고 그냥 당기려고 함		2026-09-10T06:30:24.967Z	922f5634838fbb09
worker1/DishwasherRack/out-right/s1/j2/n1/base	DishwasherRack/out-right	1	2	1	0	0	5.8	116	20	360	other	1	"[{""t"": 5.8, ""frame"": 116, ""type"": ""other"", ""note"": """"}]"	랙에 손 안넣고 그냥 당기려고 함		2026-09-10T06:32:36.531Z	c28451c3654701c7
worker1/DishwasherRack/out-right/s1/j2/n2/base	DishwasherRack/out-right	1	2	2	0	0	5.75	115	20	360	other	1	"[{""t"": 5.75, ""frame"": 115, ""type"": ""other"", ""note"": """"}]"	랙에 손 안넣고 그냥 당기려고 함		2026-09-10T06:32:50.605Z	28c474529192d454
worker1/DishwasherRack/out-right/s1/j2/n3/base	DishwasherRack/out-right	1	2	3	0	0	5.55	111	20	360	other	1	"[{""t"": 5.55, ""frame"": 111, ""type"": ""other"", ""note"": """"}]"	랙에 손 안넣고 그냥 당기려고 함		2026-09-10T06:33:04.168Z	da5ca2430907de01
worker1/DishwasherRack/out-right/s1/j2/n4/base	DishwasherRack/out-right	1	2	4	0	0	5.45	109	20	360	other	1	"[{""t"": 5.45, ""frame"": 109, ""type"": ""other"", ""note"": """"}]"	랙에 손 안넣고 그냥 당기려고 함		2026-09-10T06:33:20.482Z	bdb4d6e8afcdd1e4
worker1/DishwasherRack/out-right/s1/j2/n5/base	DishwasherRack/out-right	1	2	5	0	0	4.55	91	20	360	other	1	"[{""t"": 4.55, ""frame"": 91, ""type"": ""other"", ""note"": """"}]"	랙에 손 안넣고 그냥 당기려고 함		2026-09-10T06:33:33.781Z	e33c96037bdda5ef
worker1/DishwasherRack/out-right/s1/j2/n6/base	DishwasherRack/out-right	1	2	6	0	0	4.4	88	20	360	other	1	"[{""t"": 4.4, ""frame"": 88, ""type"": ""other"", ""note"": """"}]"	랙에 손 안넣고 그냥 당기려고 함		2026-09-10T06:33:58.906Z	e8d5d59006e8c1eb
worker1/DishwasherRack/out-right/s1/j2/n7/base	DishwasherRack/out-right	1	2	7	0	0	4.25	85	20	360	other	1	"[{""t"": 4.25, ""frame"": 85, ""type"": ""other"", ""note"": """"}]"	랙에 손 안넣고 그냥 당기려고 함		2026-09-10T06:34:12.231Z	da7266e95a9c205e
worker1/DishwasherRack/out-right/s1/j2/n8/base	DishwasherRack/out-right	1	2	8	1	1			20	220		0	[]	이건 존나 우연인데 솔직히 성공판에서 뺴야할듯?		2026-09-11T05:38:31.450Z	c61638a66ab1adda
worker1/DishwasherRack/out-right/s1/j2/n9/base	DishwasherRack/out-right	1	2	9	0	1			20	360		0	[]			2026-09-10T06:34:34.957Z	23eb49cfe72aca99
worker1/OvenRack/out-right/s0/j0/n1/base	OvenRack/out-right	0	0	1	0	0	4.25	85	20	360	other	1	"[{""t"": 4.25, ""frame"": 85, ""type"": ""other"", ""note"": """"}]"	랙을 밀어버림		2026-09-10T07:08:22.338Z	cdd936529cc2e55d
worker1/OvenRack/out-right/s0/j0/n6/base	OvenRack/out-right	0	0	6	0	0	4.85	97	20	360	other	1	"[{""t"": 4.85, ""frame"": 97, ""type"": ""other"", ""note"": """"}]"	랙을 밀어버림		2026-09-10T07:08:40.750Z	b1ca4a0069a6f8d9
worker1/OvenRack/out-right/s0/j0/n8/base	OvenRack/out-right	0	0	8	0	0	5.15	103	20	360	other	1	"[{""t"": 5.15, ""frame"": 103, ""type"": ""other"", ""note"": """"}]"	랙을 밀어버림		2026-09-10T07:09:04.589Z	5d1335df2e4c9662
worker1/OvenRack/out-right/s0/j0/n9/base	OvenRack/out-right	0	0	9	0	0	5.3	106	20	360	other	1	"[{""t"": 5.3, ""frame"": 106, ""type"": ""other"", ""note"": """"}]"	잘 뺴다가 관절 꺽이면서 민듯?		2026-09-10T07:09:41.951Z	3c3ca3c12609be8d
worker1/OvenRack/out-right/s1/j0/n0/base	OvenRack/out-right	1	0	0	0	0	11.05	221	20	360	other	1	"[{""t"": 11.05, ""frame"": 221, ""type"": ""other"", ""note"": """"}]"	랙을 밀어버림		2026-09-10T07:10:38.415Z	2343f12e55ba5836
worker1/OvenRack/out-right/s1/j0/n1/base	OvenRack/out-right	1	0	1	0	0	9.4	188	20	360		1	"[{""t"": 9.4, ""frame"": 188, ""type"": null, ""note"": """"}]"	랙을 밀어버림		2026-09-10T07:11:02.565Z	7d3b5da8a66d0028
worker1/OvenRack/out-right/s1/j0/n2/base	OvenRack/out-right	1	0	2	0	0	7.1	142	20	360	other	1	"[{""t"": 7.1, ""frame"": 142, ""type"": ""other"", ""note"": """"}]"	랙을 밀어버림		2026-09-10T07:11:36.228Z	3256a25f02712817
worker1/OvenRack/out-right/s1/j0/n3/base	OvenRack/out-right	1	0	3	0	0	6.7	134	20	360	other	1	"[{""t"": 6.7, ""frame"": 134, ""type"": ""other"", ""note"": """"}]"	랙을 밀어버림		2026-09-10T07:13:41.729Z	2ea55d298aad66c3
worker1/OvenRack/out-right/s1/j0/n4/base	OvenRack/out-right	1	0	4	0	0	8.25	165	20	360	other	1	"[{""t"": 8.25, ""frame"": 165, ""type"": ""other"", ""note"": """"}]"	랙을 밀어버림		2026-09-10T07:14:43.242Z	db3e87ba8127b919
worker1/OvenRack/out-right/s1/j0/n5/base	OvenRack/out-right	1	0	5	0	0	8.45	169	20	360	other	1	"[{""t"": 8.45, ""frame"": 169, ""type"": ""other"", ""note"": """"}]"	랙을 밀어버림		2026-09-10T07:51:40.189Z	0fddbf5e3128f4ff
worker1/OvenRack/out-right/s1/j0/n8/base	OvenRack/out-right	1	0	8	0	0	9.6	192	20	360	other	1	"[{""t"": 9.6, ""frame"": 192, ""type"": ""other"", ""note"": """"}]"	랙을 밀어버림		2026-09-10T07:51:49.889Z	508fdd36156d6730
worker2/PPCC/bread/s0/j0/n3/base	PPCC/bread	0	0	3	0	0	1.85	37	20	360	grasp_miss	5	"[{""t"": 1.85, ""frame"": 37, ""type"": ""grasp_miss"", ""note"": """"}, {""t"": 2.75, ""frame"": 55, ""type"": ""grasp_miss"", ""note"": """"}, {""t"": 3.6, ""frame"": 72, ""type"": ""grasp_miss"", ""note"": """"}, {""t"": 4.8, ""frame"": 96, ""type"": ""grasp_miss"", ""note"": """"}, {""t"": 5.3, ""frame"": 106, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T07:52:28.803Z	9c4c827f3db5fe8e
worker2/PPCC/bread/s0/j0/n4/base	PPCC/bread	0	0	4	0	0	3.25	65	20	360	drop	4	"[{""t"": 3.25, ""frame"": 65, ""type"": ""drop"", ""note"": """"}, {""t"": 6.45, ""frame"": 129, ""type"": ""wrong_target"", ""note"": """"}, {""t"": 8.5, ""frame"": 170, ""type"": ""drop"", ""note"": """"}, {""t"": 11.85, ""frame"": 237, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T07:53:30.819Z	829f5938532e176e
worker2/PPCC/bread/s0/j0/n5/base	PPCC/bread	0	0	5	0	0	1.75	35	20	360	grasp_miss	3	"[{""t"": 1.75, ""frame"": 35, ""type"": ""grasp_miss"", ""note"": """"}, {""t"": 5.15, ""frame"": 103, ""type"": ""grasp_miss"", ""note"": """"}, {""t"": 12.25, ""frame"": 245, ""type"": ""drop"", ""note"": """"}]"			2026-09-10T07:54:15.816Z	b44b9674afc01dcb
worker2/PPCC/bread/s0/j0/n6/base	PPCC/bread	0	0	6	0	0	1.75	35	20	360	grasp_miss	1	"[{""t"": 1.75, ""frame"": 35, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:23:58.741Z	899f53bb36b357bf
worker2/PPCC/bread/s0/j0/n7/base	PPCC/bread	0	0	7	0	0	2.1	42	20	360	drop	2	"[{""t"": 2.1, ""frame"": 42, ""type"": ""drop"", ""note"": """"}, {""t"": 6.8, ""frame"": 136, ""type"": ""drop"", ""note"": """"}]"			2026-09-10T08:24:27.791Z	fad7b9bd2a11b4da
worker2/PPCC/bread/s0/j0/n9/base	PPCC/bread	0	0	9	0	0	2.1	42	20	360	drop	1	"[{""t"": 2.1, ""frame"": 42, ""type"": ""drop"", ""note"": """"}]"			2026-09-10T08:24:46.466Z	cdeacb79b2acc159
worker2/PPCC/bread/s0/j1/n3/base	PPCC/bread	0	1	3	1	0	2.4	48	20	278	drop	1	"[{""t"": 2.4, ""frame"": 48, ""type"": ""drop"", ""note"": """"}]"	떨어 뜨린 후 덜덜대다가 다시 집고 성공		2026-09-11T06:12:50.064Z	f5ae3ecf93bf5d8c
worker2/PPCC/bread/s0/j1/n4/base	PPCC/bread	0	1	4	0	1			20	360		0	[]	떨어 뜨리고 다시 못집고 바닥어 떨어뜨리고 wrong object 노려버림		2026-09-11T06:11:25.132Z	06860cc5ed02fd9d
worker2/PPCC/bread/s0/j2/n9/base	PPCC/bread	0	2	9	1	0	2.4	48	20	260	grasp_miss	2	"[{""t"": 2.4, ""frame"": 48, ""type"": ""grasp_miss"", ""note"": """"}, {""t"": 6.85, ""frame"": 137, ""type"": ""drop"", ""note"": """"}]"	떨어뜨리고 다시 주움		2026-09-11T06:17:43.078Z	9b1d5d1b9d9e8af5
worker2/PPCC/candle/s0/j0/n0/base	PPCC/candle	0	0	0	0	0	5.55	111	20	360	drop	1	"[{""t"": 5.55, ""frame"": 111, ""type"": ""drop"", ""note"": """"}]"			2026-09-10T08:29:24.346Z	8a2f5d9aa5bf33fc
worker2/PPCC/candle/s0/j0/n1/base	PPCC/candle	0	0	1	0	0	2.7	54	20	360	drop	2	"[{""t"": 2.7, ""frame"": 54, ""type"": ""drop"", ""note"": """"}, {""t"": 8.55, ""frame"": 171, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:29:48.534Z	25151d2339da44f1
worker2/PPCC/candle/s0/j0/n2/base	PPCC/candle	0	0	2	1	0	1.9	38	20	203	grasp_miss	1	"[{""t"": 1.9, ""frame"": 38, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-14T08:10:30.388Z	f35cc18e670a1f27
worker2/PPCC/candle/s0/j0/n3/base	PPCC/candle	0	0	3	1	0	1.95	39	20	200	grasp_miss	1	"[{""t"": 1.95, ""frame"": 39, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-14T08:10:45.813Z	cf107e083e107f61
worker2/PPCC/candle/s0/j0/n4/base	PPCC/candle	0	0	4	1	0	1.7	34	20	228	grasp_miss	1	"[{""t"": 1.7, ""frame"": 34, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-14T08:10:54.814Z	8c572d98c6210a21
worker2/PPCC/candle/s1/j1/n4/base	PPCC/candle	1	1	4	0	0	3.3	66	20	360	collision_stuck	1	"[{""t"": 3.3, ""frame"": 66, ""type"": ""collision_stuck"", ""note"": """"}]"	초가 선반에 닿아서 떨어짐		2026-09-10T08:30:27.734Z	2966a4263d3ba91e
worker2/PPCC/candle/s2/j2/n1/base	PPCC/candle	2	2	1	0	0	1.55	31	20	360	collision_stuck	1	"[{""t"": 1.55, ""frame"": 31, ""type"": ""collision_stuck"", ""note"": """"}]"			2026-09-10T08:31:56.438Z	94b8aa5ef33d6ef7
worker2/PPCC/candle/s2/j2/n2/base	PPCC/candle	2	2	2	0	0	1.5	30	20	360	grasp_miss	1	"[{""t"": 1.5, ""frame"": 30, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:32:02.437Z	952a4e59b5dba607
worker2/PPCC/candle/s2/j2/n9/base	PPCC/candle	2	2	9	0	0	1.9	38	20	360	grasp_miss	1	"[{""t"": 1.9, ""frame"": 38, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:32:12.525Z	46c9da069651d8fb
worker2/PPCC/jug/s0/j2/n0/base	PPCC/jug	0	2	0	0	0	2.55	51	20	360	grasp_miss	1	"[{""t"": 2.55, ""frame"": 51, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:40:45.347Z	efd5f7de6484bebe
worker2/PPCC/jug/s0/j2/n1/base	PPCC/jug	0	2	1	0	0	3.5	70	20	360	drop	1	"[{""t"": 3.5, ""frame"": 70, ""type"": ""drop"", ""note"": """"}]"			2026-09-10T08:33:54.501Z	3cedddd4f9246208
worker2/PPCC/jug/s0/j2/n2/base	PPCC/jug	0	2	2	0	0	2.35	47	20	360	grasp_miss	1	"[{""t"": 2.35, ""frame"": 47, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:40:54.085Z	a3624a9d5b66cc83
worker2/PPCC/jug/s0/j2/n3/base	PPCC/jug	0	2	3	0	0	3.25	65	20	360	drop	1	"[{""t"": 3.25, ""frame"": 65, ""type"": ""drop"", ""note"": """"}]"			2026-09-10T08:34:10.014Z	6c222273f4ebe083
worker2/PPCC/jug/s0/j2/n4/base	PPCC/jug	0	2	4	0	0	2.25	45	20	360	grasp_miss	2	"[{""t"": 2.25, ""frame"": 45, ""type"": ""grasp_miss"", ""note"": """"}, {""t"": 13.6, ""frame"": 272, ""type"": ""drop"", ""note"": """"}]"			2026-09-10T08:41:01.197Z	928c248eabd462c3
worker2/PPCC/jug/s0/j2/n5/base	PPCC/jug	0	2	5	0	0	2.05	41	20	360	grasp_miss	1	"[{""t"": 2.05, ""frame"": 41, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:41:05.560Z	38cd1dfec4380df4
worker2/PPCC/jug/s0/j2/n6/base	PPCC/jug	0	2	6	0	0	1.75	35	20	360	grasp_miss	2	"[{""t"": 1.75, ""frame"": 35, ""type"": ""grasp_miss"", ""note"": """"}, {""t"": 13.75, ""frame"": 275, ""type"": ""drop"", ""note"": """"}]"			2026-09-10T08:41:12.022Z	9157d2c9b3306aca
worker2/PPCC/jug/s0/j2/n7/base	PPCC/jug	0	2	7	0	0	2.4	48	20	360	grasp_miss	1	"[{""t"": 2.4, ""frame"": 48, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:41:16.210Z	322459052c3a6237
worker2/PPCC/jug/s1/j1/n0/base	PPCC/jug	1	1	0	0	0	3.35	67	20	360	drop	1	"[{""t"": 3.35, ""frame"": 67, ""type"": ""drop"", ""note"": """"}]"			2026-09-10T08:35:29.591Z	ae292b02367206c4
worker2/PPCC/jug/s1/j1/n1/base	PPCC/jug	1	1	1	0	0	1.95	39	20	360	grasp_miss	1	"[{""t"": 1.95, ""frame"": 39, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:41:37.010Z	a95198c373af583c
worker2/PPCC/jug/s1/j1/n2/base	PPCC/jug	1	1	2	0	0	2.2	44	20	360	grasp_miss	1	"[{""t"": 2.2, ""frame"": 44, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:41:54.648Z	a5bd73a53f0ccb70
worker2/PPCC/jug/s1/j1/n3/base	PPCC/jug	1	1	3	0	0	2.1	42	20	360	grasp_miss	1	"[{""t"": 2.1, ""frame"": 42, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:41:58.336Z	805efe21f23137b3
worker2/PPCC/jug/s1/j1/n5/base	PPCC/jug	1	1	5	0	0	1.7	34	20	360	grasp_miss	1	"[{""t"": 1.7, ""frame"": 34, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:42:02.211Z	38c13fa9b4376328
worker2/PPCC/jug/s1/j1/n6/base	PPCC/jug	1	1	6	0	0	1.9	38	20	360	grasp_miss	1	"[{""t"": 1.9, ""frame"": 38, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:42:08.173Z	e12d6c08de30fcde
worker2/PPCC/jug/s1/j1/n7/base	PPCC/jug	1	1	7	0	0	2.35	47	20	360	drop	1	"[{""t"": 2.35, ""frame"": 47, ""type"": ""drop"", ""note"": """"}]"			2026-09-10T08:39:39.671Z	69ca84dbe8b1fe37
worker2/PPCC/marshmallow/s0/j0/n7/base	PPCC/marshmallow	0	0	7	0	0	2.0	40	20	360	grasp_miss	1	"[{""t"": 2, ""frame"": 40, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:40:20.296Z	3dc2bef777c036d7
worker2/PPCC/marshmallow/s0/j0/n8/base	PPCC/marshmallow	0	0	8	0	0	2.2	44	20	360	grasp_miss	1	"[{""t"": 2.2, ""frame"": 44, ""type"": ""grasp_miss"", ""note"": """"}]"			2026-09-10T08:42:14.835Z	eb834e4369f4a744
